职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['大数据开发工程师'],['1-1.5万/月'],['广州艾米会电子商务有限公司'],['民营公司| 50-150人| 互联网/电子商务 农/林/牧/渔'],['上班地址 : 龙口西路1号保利中辰广场A座2101室'],['广州-天河区'],['5-7年工作经验'],['硕士'],['2人'],['2019-02-21'],"岗位职责：1、以农业领域大数据导向，根据各类传感器（包括但不限于空气、水、食品参数感知、温度、湿度等、声音图像传感等）的传送的数据，进行数据挖掘，并采用一定工具呈现；2、针对异质数据，设计融合方案，供给大数据挖掘使用。任职要求：1、拥有国内外211以上大学的硕士学位或优秀本科生，数学、统计、计算机等数据分析相关专业毕业；2、 精通python/sciki-learn/pandas/spark/  hadoop等成套数据挖掘处理工具,精通MySQL等主流关系数据库及SQL语言，了解Neo4j图数据库及Cypher语言。3、深入掌握数据挖掘领域的相关技术、方法和工具，2年以上数据挖掘研究或工作经历，有可证明的项目经历。员工福利：1、周末双休，5天工作制（上班时间 8：45-17：45，中午休息11：45-13：30）；2、全方位成长机会及明确的职业晋升通道；3、年轻化的管理模式，高效的团队运作，无复杂人事关系；4、轻松、和谐、上进、积极的工作氛围；5、文艺、清新、温馨、舒适的办公环境；6、完善的福利体系：五险一金+商业保险、下午茶、生日Party、读书会基金、兴趣培养协会、员工家属福利等。"
['数据开发初级工程师'],['0.6-1.2万/月'],['上海通联金融服务有限公司'],['合资| 150-500人| 计算机软件 金融/投资/证券'],['上班地址 : 金沪路55号通华科技大厦2-3楼'],['上海-浦东新区'],['1年工作经验'],['本科'],['若干人'],['2019-02-21'],岗位职责:1、 负责公司数据仓库产品ETL开发与实现；2、 客户方日常需求的开发，实现，及维护工作；3、 配合其他部门进行的数据处理、查询，统计和业务统计模型算法实现等分析工作。 任职资格：1、 本科及以上学历，一年以上工作经验；2、 熟悉数据库SQL编写与调优；3、 熟悉Linux，会使用常用命令；4、 有至少半年以上ETL开发经验；5、 有Python、Java其中一种语言的半年以上开发经验；6、 有Mysql、Postgre、MongoDB等开发经验优先；                                                7、 熟悉数据库调优优先。
['大数据开发工程师（代招）'],['1.5-2万/月'],['浙江布谷鸟时装设计有限公司'],['民营公司| 50-150人| 服装/纺织/皮革'],['上班地址 : 南湖区富悦写字楼2005'],['嘉兴'],['3-4年工作经验'],['大专'],['若干人'],['2019-02-21'],岗位职责：1、负责公司大数据产品的软件研发。2、参与软件需求技术分析以及系统整体架构设计。3、根据开发规范与流程完成核心模块的设计、编码以及相关文档的编写。4、负责解决开发过程中的关键问题和技术难题。5、负责系统持续优化，并编写单元测试。任职资格：1、22—35周岁，性别不限，本科及以上学历，计算机、软件、信息等相关专业；2、3年以上JAVA开发工作经验，并且有大数据相关产品研发经验；3、精通JAVA开发，精通spring、mybatis、hibernate、struts、junit等主流框架；4、熟悉Hadoop生态圈，熟悉Hadoop、Hbase、Spark等大数据技术；5、深入理解lucene，熟悉elasticsearch、solr等搜索应用服务器；6、熟悉Oracle、Mysql等传统关系型数据库，熟悉LINUX操作系统；7、熟悉Maven、Git等工具，熟悉Tomcat、Weblogic等应用服务器；8、能熟练使用Eclipse、IntelliJ等常见JAVA开发工具；7、具备良好的沟通和团队协作能力，以及分析和解决问题的能力。福利待遇：1、年终奖金是多倍月薪，生日、婚育等全面的津贴，五险一金与商业保险；2、年度旅游，高上大、全体省外、一周时间；3、五天7.5小时工作制，按国家规定休假制度；4、良好的团队氛围，全面的人性关怀，充分的信任与授权；5、公司团队快速扩大中，健全的培养体系，广阔的个人发展空间；6、优秀员工可享受股权激励。7、享受生日、结婚、生育、端午、中秋节日现金福利。浙江在谷网络科技有限公司（以下简称“在谷科技”）是一家致力于为全球纺织产业链综合服务的网络科技平台，坐落于中国特色时尚小镇——濮院，也正如它在毛针织产业链中的核心地位，以政 ；产 ；学； 研深度合作，引入国内外优质的时尚资源。为中国纺织行业架设创客孵化空间的桥梁，致力打造成全球纺织产业链便捷高效，智能互联的一体化服务平台。
['大数据开发工程师'],['1.5-3万/月'],['深圳市快金数据技术服务有限公司'],['民营公司| 50-150人| 互联网/电子商务 计算机服务(系统、数据服务、维修)'],['上班地址 : 福田保税区金花路29号华宝一号大厦A601'],['深圳-福田区'],[],[],['1人'],['2019-02-21'],一、岗位职责：1.参与大数据平台开发、大数据计算、数据清洗、数据分析；2.参与大数据平台项目需求ETL开发、程序优化、应用与维护；3.参与数据平台架构的设计、开发、流程优化及解决ETL相关技术问题；4.负责项目中的关键模块开发、项目实施跟踪、相关文档编写等工作；5.负责与项目组沟通及产品技术支持。二、任职资格：1.掌握数据仓库基础理论知识，了解数据仓库模型设计和ETL设计技术；2.熟练掌握至少下列的一种编程语言：Java，Scala，Python，其中java必须非常熟练3.具备apache hadoop-2.x，hive，spark，flume，kafka，sqoop等大数据组件的实际使用经验。4.具备以上这些组件的集群安装与配置的实际经验5.具有良好的SQL语言开发技能，熟悉Mysql数据库； 6.具备linux环境下常规运维的能力
['大数据开发工程师'],['1.5-3万/月'],['深圳市快金数据技术服务有限公司'],['民营公司| 50-150人| 互联网/电子商务 计算机服务(系统、数据服务、维修)'],['上班地址 : 福田保税区金花路29号华宝一号大厦A601'],['深圳-福田区'],[],[],['1人'],['2019-02-21'],一、岗位职责：1.参与大数据平台开发、大数据计算、数据清洗、数据分析；2.参与大数据平台项目需求ETL开发、程序优化、应用与维护；3.参与数据平台架构的设计、开发、流程优化及解决ETL相关技术问题；4.负责项目中的关键模块开发、项目实施跟踪、相关文档编写等工作；5.负责与项目组沟通及产品技术支持。二、任职资格：1.掌握数据仓库基础理论知识，了解数据仓库模型设计和ETL设计技术；2.熟练掌握至少下列的一种编程语言：Java，Scala，Python，其中java必须非常熟练3.具备apache hadoop-2.x，hive，spark，flume，kafka，sqoop等大数据组件的实际使用经验。4.具备以上这些组件的集群安装与配置的实际经验5.具有良好的SQL语言开发技能，熟悉Mysql数据库； 6.具备linux环境下常规运维的能力
['数据开发工程师'],['3-4.5千/月'],['武汉金淳久久商贸有限公司'],['民营公司| 150-500人| 贸易/进出口 互联网/电子商务'],['上班地址 : 西安软件园(科技二路）'],['西安-雁塔区'],['大专'],[],['2人'],['2019-02-21'],职位描述：1、参与公司自由数据产品和数据平台的开发，支持商业分析及数据化运营工作；2、参与数据仓库、数据集市的建设；3、对海量业务数据进行分析建模，挖掘目标行为特征；4、负责海量样本数据的提取、分析、挖掘和总结。招聘要求：1、计算机、统计学等相关专业专科以上学历；2、能够熟练使用Hive、SQL及其它数据查询统计软件；3、熟悉多种数据源深度诊断性组合分析、挖掘、建模、数据分析、数据挖掘以及常用算法；4、掌握一种数据处理脚本语言，R语言或Python优先；5、了解hadoop、Spark、HBase及ETL等工具；6、熟悉Linux、UNIX等操作系统及开发还ing，具有Shell编程经验优先。工作时间  朝九晚六  周末双休  午休2个小时基薪+项目分红+绩效奖金+节日福利
['大数据开发工程师'],['3-4万/月'],['vivo智能手机（维沃移动通信有限公司）'],['民营公司| 10000人以上| 通信/电信/网络设备 电子技术/半导体/集成电路'],['上班地址 : 梅林路安得街89号步步高大厦'],['深圳-福田区'],['5-7年工作经验'],['本科'],['2人'],['2019-02-21'],"岗位职责:1.参与公司实时计算框架设计和落地2.满足公司各种实时数仓和数据计算实施工作
任职资格:1.本科及以上学历2.工作4年以上3.有丰富的大数据计算经验，熟练掌握flink、spark、spark streaming开发和应用优先4.有较好的java或者scala基础5.熟悉druid、redis、hbase等，能熟练的掌握业务模型和应用方案6.有丰富的hsql调优经验优先7.积极主动参与讨论、发现并解决问题8.学习能力强，拥有优秀的逻辑思维能力、良好的理解和表达能力、较强的抗压能力9.能迅速融入团队，与其他团队成员保持良好的合作"
['数据开发工程师'],['0.8-1万/月'],['华东宁波医药有限公司'],['民营公司| 500-1000人| 制药/生物工程'],['上班地址 : 庐山西路16号'],['宁波-北仑区'],['2年工作经验'],['大专'],['1人'],['2019-02-21'],岗位职责：1、对公司业务数据进行整理和分析2、根据业务需求开发各类数据分析报表任职要求：1、大专及以上学历、计算机信息管理及相关专业2、2年以上工作经验3、熟练掌握数据库知识4、有数据分析工作经验，有泛微BI系统开发经验优先                                    5、有较强的学习能力和抗压能力
['大数据开发工程师助理（可实习）'],['6-8千/月'],['河南脉友会创业孵化器有限公司'],['民营公司| 150-500人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 郑州市金水区'],['郑州'],[],[],['若干人'],['2019-02-21'],"【岗位职责】 1.  协助工程师 根据公司的产品设计和编码规范能独立完成分配模块的详细设计、编码（后端）、单元测试工作。 2.   在经理的带领下对承担模块的开发进度、代码质量负责。3.   完成团队要求的基本作业。   【任职要求】 1.  计算机互联网类或理工科优秀相关专业毕业，正规院校大专以上学历。 2.  了解互联网行业发展及技术需求； 3.  了解大数据开发相关技术及其周边常用模块； 4.  熟悉数据仓库，对多维数据建模有深入理解； 5.  良好的沟通能力，团队合作能力，热衷于技术,对新技术以及新的应用比较敏感；     6.  良好的文档撰写能力。"
['大数据开发工程师'],['1.5-2.5万/月'],['广州蓝鲸智数科技有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 广州市天河区高唐路235号时代E-PARK7栋501-502'],['广州-天河区'],['3-4年工作经验'],['本科'],['1人'],['2019-02-21'],"1. 精通SQL，有较好的SQL性能调优经验，有java开发经验者优先2. 熟悉数据仓库各类建模理论，以及数据仓库数据层级关系，精通多维数据模型设计，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验。3. 有大数据分布式计算平台开发经验,熟悉Hadoop原理，熟练使用Python,Hive开发。4. 有数据数据采集和分析的项目经验，熟悉sqoop、embulk、 Flume、Spark、Impala、Presto等。4. 有DBA经验、Hadoop、Hive等分布式计算平台使用经验者优先。5. 工作认真、负责、有良好的团队合作精神，良好的分析能力、沟通技巧。任职要求：1.5年左右数据处理经验（金融，银行，电信 类的项目经验）；2.数据库 优化经验， sql调优；3.数据库 运维经验经验者优先；4.掌握 类似 kattle 之类的数据处理工具，掌握java；"
['大数据开发工程师'],['2-2.5万/月'],['珠海市珠澳跨境工业区好易通科技有限公司'],['外资（非欧美）| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 珠澳跨境工业区益源大厦6楼'],['珠海'],['3-4年工作经验'],['本科'],['1人'],['2019-02-21'],"1、计算机相关专业，本科及以上学历，3年以上大数据开发经验2、处理海量实时数据和离线数据，熟悉Hadoop、Spark、Kafka、Flume等计算平台和工具3.使用ElasticStack（ElasticSearch,Kibana,Lostash）对数据分析，并构建Dashboard4、基础功扎实，熟悉Java、Python等开发语言5、参与过大规模系统的设计及研发工作，能承担一线的架构设计或研发工作岗位职责：1、负责大数据平台的架构设计、演进和优化2、结合业务需求进行数据清洗、挖掘，并从中抽取对业务发展有价值的数据进行个性化推荐3、负责指导初级数据工程师，并对团队产出质量和效率负责"
['大数据开发工程师'],['2-3万/月'],['济南慧天云海信息技术有限公司'],['民营公司| 50-150人| 计算机软件 电子技术/半导体/集成电路'],['上班地址 : 新泺大街1299号鑫盛大厦1号楼16D'],['济南-高新区'],['3-4年工作经验'],['硕士'],['3人'],['2019-02-21'],"1、参与产品需求调研、系统分析及架构设计；2、负责核心代码的研发工作；3、解决开发中所遇到的技术难题；4、负责重点代码检查；5、进行研发管理，并提供优化改进建议。任职要求：1、研究生及以上学历，计算机相关专业；2、5年以上JAVA研发经验,3年以上大数据开发经验；3、熟悉nosql等非关系数据库；4、良好的沟通和语言表达能力；为人诚恳，团队意识强；5、较强的学习、自我总结能力；6、有数据安全、网络安全、大数据、公检法和电子政务等行业项目经验者优先；7、熟悉大数据处理平台和工具,包括不限于Hadoop、Hbase、Spark等优先。"
['初级大数据开发工程师'],['0.8-1.5万/月'],['厦门用友烟草软件有限责任公司'],['民营公司| 150-500人| 计算机软件'],['上班地址 : 厦门市思明区软件园望海路59号302'],['福建省'],['无工作经验'],['本科'],['若干人'],['2019-02-21'],"工作职责：?参与公司大数据平台及相关应用的研发工作?职位要求：?1.全日制本科及以上学历，计算机、数学等相关专业2.熟悉大数据生态组件，如Hadoop,Spark等?3.了解Java及相关的技术体系，能编写高质量的代码。?4.爱好编程，且有很强的自我驱动力及自我学习能力。?有以下经验者优先:?大数据相关开源项目的committer"
['大数据开发工程师'],['1.5-3万/月'],['上海金盏企业管理有限公司'],['民营公司| 50-150人| 多元化业务集团公司'],['上班地址 : 浦东新区民生路'],['上海'],['3-4年工作经验'],['本科'],['2人'],['2019-02-21'],"岗位描述：  1、主要支持运营端的分析需求，对多种数据源进行深度诊断性组合分析、挖掘、深度分析和建模；  2、收集汇总各后端数据源的数据，协调合作渠道数据埋点及对接，推动业务部门的数据化运营；  3、针对具体业务问题，研究用户行为等因素，进行数据分析验证并提出改善举措；  4、负责公司数据系统及报表系统的开发和维护。  任职资格：  1）熟悉Mysql等数据库技术,能高效的与技术团队进行沟通；  2）精通SQL能完成复杂问题的查询, 熟悉表结构/表关系设计；  3）具备Java开发经验，熟悉使用Scala 或Python进行数据处理优先；  4）良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；  5）善于数据可视化，能熟练使用Tableau等数据可视化工具开发优先考虑。"
['大数据开发工程师'],['0.8-1万/月'],['大连东软思维科技发展有限公司'],['民营公司| 1000-5000人| 计算机软件'],['上班地址 : 新秀街2号'],['沈阳-浑南区'],['2年工作经验'],['大专'],['2人'],['2019-02-21'],东软全资子公司岗位职责：1、负责大数据项目的设计与研发，根据项目需求构建大数据存储、计算、分析模型；2、负责异构数据系统的集成； 3、负责Hadoop、HBase、Hive、spark、ES等开源组件的部署及性能优化； 4、负责基于Hadoop、spark等开源大数据组件进行项目核心代码的编写.任职要求： 1、计算机或相关专业大专及以上学历； 2、精通Java、python、scala、shell等一种或多种开发语言。 3、熟悉Hadoop相关组件的功能，对Hive、HBase、Spark生态系统等有深入了解； 4、熟悉Linux环境和命令；福利待遇1、入职公司即为员工办理五险一金；2、年终奖金、商业保险、补充医疗保险；3、双休、国家法定假、年假、婚假、丧假、产假/陪产假；4、公司每年举办大型文娱活动5、人文关怀：贴心的节日礼品，定期体检简历发至邮箱：wuyt@neusoft.com联系电话：024-83662129
['大数据开发工程师'],['0.8-1万/月'],['西安宝路通物流有限公司'],['民营公司| 500-1000人| 互联网/电子商务 交通/运输/物流'],['上班地址 : 观山湖区互联网金融特区'],['贵阳'],['大专'],[],['2人'],['2019-02-21'],岗位职责：1、负责大数据平台的设计和开发；2、负责海量数据的处理、分析、挖掘；3、负责高并发、大存储的数据系统，实时计算处理系统的研发。任职要求：1.专科或以上学历，计算机软件相关专业优先；2.2年以上大数据处理，大规模的数据分析和算法实践；3.精通hadoop / Spark编程，或者具有其他并行计算的实践经验；4.熟悉Mysql/Redis 等常用SQL和NoSQL数据库；5.熟练掌握Java语言；6.熟悉Hadoop、Spark生态圈，能运用其解决问题；7.有丰富的大数据集群部署和维护管理经验；8.良好的沟通，团队合作意识，非常强的学习能力。福利待遇：1.奖金：根据工作表现，每年有机会获得1-5个月的项目奖金；2.假期：在国家原有的法定假期基础上，额外赠送2天婚假，每月0.5天带薪事假及每年6天带薪病假；3.员工关怀：春游、秋游、生日礼品、节日问候、年度体检；4.办公环境：超过3000平的办公区域，含台球室、健身区、Xbox、桌游、图书室及零食区。
['大数据开发工程师'],['1.2-2万/月'],['澜极智谷（北京）科技有限公司四川分公司'],['民营公司| 150-500人| 互联网/电子商务 计算机软件'],['上班地址 : 武科西三路西物慧鼎Ａ301'],['成都-武侯区'],['3-4年工作经验'],['本科'],['5人'],['2019-02-21'],岗位职责：1、大数据平台搭建，负责数据清洗、存储、处理、分析等场景的架构设计和开发；2、负责业务相关数据指标的模型建设，数据逻辑关系标准化；3、负责数据etl流程的设计及优化并解决etl相关技术问题。任职要求：1、本科及以上学历，具备扎实的计算机专业功底，从事大数据开发2年及以上工作经验；2、熟悉linux系统环境，熟悉shell/python等脚本语言；3、熟练掌握zookeeper、hadoop、hbase、spark、storm、hive、kafka、flume、impala、elasticsearch等大数据相关技术，至少精通其中2种；4、具有丰富的m/r、spark编程经验（java+scala，python亦可），参与大数据项目2个以上；5、较好的沟通表达能力，逻辑思维清晰，抗能力强，良好的团队合作精神；6、具有爬虫数据etl、自然语义算法、聚类、文本挖掘，深度学习等工作经验优先考虑。
['大数据开发工程师'],['2-3万/月'],['湖南咕泡网络科技有限公司'],['合资| 50-150人| 教育/培训/院校 互联网/电子商务'],['上班地址 : 麓谷企业广场A3栋3单元407'],['长沙'],['2年工作经验'],['大专'],['1人'],['2019-02-21'],岗位职责1、熟悉HDFS、MapReduce等生态技术。2、精通Hive、HBase等数据仓库操作及建设。3、熟练使用Kafka、Hadoop、Spark等框架4. 熟悉数据仓库模型设计，掌握OLAP的维度建模设计方法。5、有较强的业务理解能力、自学意识和学习能力，善于表达、沟通及团队合作。我们能提供的：1、行业竞争力的薪酬2、提供住房补贴；3、完善的晋升通道，每年调薪机会；4、提供完善的员工培训；5、享受国家规定的年假、病假、婚假、产假、丧假等各类带薪假期；6、不定期的组织员工活动，如员工生日party、户外拓展等；7、其他福利：下午茶、节日福利、开门红利、团建等。
['ETL开发工程师/BI/大数据开发（北京）'],['1.1-2.2万/月'],['深圳市长亮科技股份有限公司'],['上市公司| 1000-5000人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 中华路26号江苏银行大厦'],['南京-秦淮区'],['3-4年工作经验'],['本科'],['4人'],['2019-02-21'],1、大数据平台数据库开发、ETL开发；2、银行业数据模型的设计辅助、Mapping和落地等；3、Python脚本开发维护；4、银行业务系统的数据调研和分析。5、出差。任职要求：1、本科及以上学历，计算机或者相关专业；2、4年以上Oracle、DB2等数据库开发经验，熟悉数据库体系结构；3、精通PL/SQL编程，精通存储过程开发；4、熟悉Linux、AIX操作系统；5、软件基础理论知识扎实，具有良好的数据结构、算法功底，有一定独立分析，技术研究能力；6、良好的沟通能力、团队合作精神，有一定的组织协调能力；7、具备较强的自学能力，团队合作精神以及较强的沟通抗压能力。如有以下技术背景优先考虑：1、有银行业系统开发经验；2、参与过大数据项目实施，并熟悉大数据生态环境；3、有数据治理项目经验的。接受出差。有出差补助、电脑补助、话补、年终奖。发展方向：银行大数据。工作地点：依项目而定。
['大数据开发工程师'],['0.8-1万/月'],['广东南方海岸科技服务有限公司'],['合资| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 广州市海珠区滨江西路28号海天大厦3楼'],['广州'],['3-4年工作经验'],['本科'],['若干人'],['2019-02-21'],"【岗位职责】
1、参与大规模数据快速查询系统的架构设计和开发；
2、大规模数据挖掘和机器学习算法的实现；
3、在线和离线海量数据分析平台的开发；
4、研究大数据前沿技术，提升系统的运维效率；
5、实现大数据基础架构平台的自动化运维。

【任职要求】：
1、计算机相关专业,具有3年以上大数据开发经验，熟悉Java,Linux；
2、熟悉Hadoop大数据处理系统的开发,搭建及部署者优先
3、熟练地处理数据模型、数据ETL以及存储管理；
4、熟悉HDFS/Hive/MapReduce/Kylin/HBase，能独自进行Mapreduce程序开发者优先；
5、熟悉分布式系统概念、架构，有大规模分布式系统设计、实现、部署等经验；
6、有较强的书面与口头沟通表达能力，独立分析、解决问题的能力。"
['智慧园区大数据开发工程师-华为'],['2.5-3万/月'],['北京外企德科人力资源服务上海有限公司'],['合资| 1000-5000人| 专业服务(咨询、人力资源、财会)'],['上班地址 : 广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷（有班车）'],['深圳-龙岗区'],['3-4年工作经验'],['本科'],['3人'],['2019-02-21'],工作内容：1、基于hadoop/spark/mppdb的大数据、数仓平台架构设计及开发工作2、数据处理流程设计及开发岗位要求：1、有3年以上相关岗位工作经历，或者非金融业的数据服务或信息数据管理工作经验2、数学、计算机技术等相关专业3、精通大数据（MPPDB、Hadoop）等相关技术，并精通Hbase/Hive/MR/Spark/Solr/storm/flink其中的任意3个组件技术。4、至少精通主流数据库技术Oracle/PostreSql/MySQL/SQL server中的一种，精通数据仓库理论架构，包括但不限于数据调度、ETL、元数据管理、数据监控；5、精通1-2门开发语言（JAVA/Python/Scala/Shell）6、具有比较突出的组织、策划、协调及沟通能力，有强烈的结果导向和客户导向。薪资：基本薪资+绩效奖金+加班费福利：五险一金，人身意外保险，员工活动    工作地点：广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷（有班车）
['大数据开发工程师'],['2-4万/月'],['深圳神目信息技术有限公司'],['民营公司| 150-500人| 计算机软件'],['上班地址 : 观湖街道五和大道北锦绣科学园7号楼4楼401/402'],['深圳-龙华新区'],['3-4年工作经验'],['本科'],['2人'],['2019-02-21'],岗位职责：1.参与公司核心产品研发，实现分布式、高性能、高扩展、高可靠的云端项目改造；2.针对海量数据，进行数据批处理和流式计算，满足业务侧功能、性能需求，提升用户体验；3.根据用户业务需求，完成对OpenAPI的封装与发布；4.对标业内主流产品，根据市场反馈，完成产品功能的演进；5.研究产品迭代过程中所需大数据相关前沿主流技术，为产品升级做储备；任职要求：1.计算机或相关专业，大学本科及以上学历；2.三年及以上大数据开发经验，有产品研发或大型项目经验优先；3.熟悉Java、Scala或其他语言，深谙编码思想，有一定的设计经验；4.熟悉Apache Hadoop、Spark原生态及主流发行版（CDH、HDP）者优先；5.熟悉HDFS、HBase、Kafka、SparkStreaming、ES等原理，可熟练进行API编程；6.熟悉Linux常用操作，有一定的Shell开发能力；7.具备一定的大数据分析排错能力；8.具备Spark、HBase优化经验者优先；9.有微服务开发经验，了解容器技术（K8S）者优先；10.对开源技术充满激情，具备较强的沟通能力、学习能力、抗压能力；
['大数据开发工程师（2019级应届生）'],['5-7千/月'],['四川亨通网智科技有限公司'],['民营公司| 少于50人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 成都国际科技节能大厦'],['成都-高新区'],['本科'],[],['2人'],['2019-02-21'],数据分析/可视化工程师统计学、数学、计算机等相关专业应届生熟练使用python、R等分析语言进行数据分析利用工具或python进行数据可视化呈现                有大数据处理与分析经验者优先
['数据开发工程师'],['0.6-1.2万/月'],['广州冰鸟网络科技有限公司'],['民营公司| 150-500人| 网络游戏 互联网/电子商务'],['上班地址 : 天河路490号壬丰大厦4005（交通便利，靠近地铁石牌桥B出口，出来就到）'],['广州-天河区'],['1年工作经验'],['本科'],['1人'],['2019-02-21'],职位描述：1、参与公司各个项目的日志采集入库、数据统计工作；2、参与各个项目的数据流程问题定位和解决，保障流程稳定、安全、准确；3、参与开发数据平台的日志采集、日志入库、实时查询等各种基础系统；4、调研数据平台相关技术与架构。任职要求：1、本科及以上学历，计算机相关专业者优先；2、具备php/java/golang编程基础，具有良好的编程习惯，较强独立解决问题能力；3、了解MySQL/PostgreSQL数据库；4、熟悉Linux/Unix及常用命令；5、有强烈的上进心和求知欲，善于学习新事物。
['大数据开发工程师'],['0.8-1.6万/月'],['杭州钛鑫科技有限公司'],['民营公司| 50-150人| 计算机软件 互联网/电子商务'],['上班地址 : 钱江新城中开国开大厦10F'],['杭州-江干区'],['1年工作经验'],['大专'],['1人'],['2019-02-21'],1.  参与数据仓库建设，搭建业务数据模型2.  负责数据的收集、清洗、分析，通过从不同的维度统计分析出数据，展现当前业务状况、帮助决策分析3.  配合各业务部门完成数据分析需求和数据产品开发，支撑公司各业务部门的日常运营需求任职要求：1. 本科及以上学历，2年以上大数据领域工作经验；2. 对Hadoop ／ Hive ／HBase ／ Spark ／Storm ／ Kafka 相关技术中一个或多个有深入的了解3. 熟悉熟悉常用的ETL工具，熟悉ETL处理过程与及其任务调度与维护4. 精通SQL，掌握SQL优化
['大数据开发工程师'],['1.1-2.2万/月'],['江苏润和软件股份有限公司'],['民营公司| 5000-10000人| 计算机软件 计算机硬件'],['上班地址 : 壹方城'],['深圳-宝安区'],['5-7年工作经验'],['本科'],['3人'],['2019-02-21'],岗位职责：1、负责大数据用户运营系统的设计、开发工作2、深入理解新业务的需求、场景、后续发展方向，进行系统分析、架构设计以及核心功能的开发；3、解决系统遇到的业务、技术方面问题，寻找可行的改进方案并推行；岗位要求:1、5年及以上实际Java后端研发经验，熟练使用Spring、SpringMVC、MyBatis等框架，并对框架原理有所了解2、熟悉分布式缓存、消息队列的使用；有大型分布式、高并发、高负载、高可用性系统设计开发经验3、熟悉Hadoop、Hive、Spark等大数据技术，对MySQL、Redis、HBase等数据库有一定的了解和使用经验4、具备良好的团队合作精神和承压能力，善于学习和思考，能独立分析和解决问题5、一定的技术规划和设计能力，发现架构设计中存在的问题，并给出有效的解决措施和方法6、有互联网营销系统、订单系统、API网关系统研发经验者优先；有人员指导经验者优先
['大数据开发工程师'],['1-1.5万/月'],['天津卓朗科技发展有限公司'],['国企| 150-500人| 计算机软件 计算机硬件'],['上班地址 : 红桥区湘潭道1号'],['天津'],['2年工作经验'],['大专'],['1人'],['2019-02-21'],岗位职责：1、负责大数据项目选型、开发、维护和优化；2、承担对大数据项目的优化和改造的工作，设计以及开发核心代码；3、配合项目经理完成核心代码及主要模块的开发。任职要求：1.有大数据分析开发或培训经验，熟悉Linux/Unix系统；2.精通Java开发，熟悉IO机制、网络通讯、多线程等基础知识框架，熟悉缓存、消息队列、索引查询等机制；3.熟悉Hadoop、Spark等分布式框架，熟悉Kafka/Metaq或其他类似等消息中间件，有HDFS、HBase、MapReduce、Hive、Mahout等相关开发经验；4、熟悉至少一种主流的大数据产品；5具有良好的团队协作精神，对互联网主流的研发流程、质量控制方式、项目管理方式有充分的了解有责任感、可承受多任务并行的工作压力，重视沟通，具备自主的学习能力和追求卓越的态度。
['大数据开发工程师'],['1-1.5万/月'],['江苏飞搏软件股份有限公司'],['民营公司| 150-500人| 计算机软件'],['上班地址 : 雨花台区雨花大道2号邦宁科技园4楼'],['南京'],[],[],['2人'],['2019-02-21'],1、负责大数据平台管理和开发工作；2、负责大数据开发和查询子平台建设，包括数据采集，传输，存储，计算流程调度，元数据管理等工作；3、负责大数据平台相关场景模型迭代设计。任职条件:1、计算机相关专业毕业3年以上工作经验，本科以上学历；2、良好的java编程能力，熟悉java开发工具和调试工具；3、熟悉linux系统，熟练使用shell/python脚本处理工具；4、熟悉Hadoop/Hive/Hbase/Spark/Storm/ElasticSearch等开源大数据系统的原理和使用；5、熟悉政府，公安，工商，检察院等大数据应用优先。
['大数据开发'],['1.5-2.5万/月'],['上海雁展移动科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 威海路567-579号晶采世纪大厦12楼B室'],['上海-静安区'],['3-4年工作经验'],['本科'],['若干人'],['2019-02-21'],"【岗位职责】1、 负责基于Hadoop/Spark生态系统的大数据计算和研发工作；2、 基于业务需求，抽象并开发相关数据业务；3、 参与大数据集群的扩容及性能优化，以及大数据基础环境的架构设计与改进；4、 跟进大数据前沿技术发展，将核实的技术方案引入业务。【任职要求】1、 3年以上大数据开发经验，掌握Java/Scala/python语言，能熟练进行Hadoop,spark之上的开发；2、 掌握sparkstreaming,kafka等流式相关技术,能熟练进行流式数据计算相关开发；3、 熟悉大数据开源技术，包含(不限于)Hive/sparkstreaming/sparksql/Hbase/Kafka/KYLIN等分布式采集/计算/存储/查询相关技术；4、 对大数据组件工作原理有深入的研究，具备实际的性能调优经验;5、 具备快速学习掌握新知识的能力，优秀的分析、解决问题能力，具备良好的抽象归纳能力和创新能力，对新技术有钻研精神。ps：此岗位要求必须3年以上大数据开发工作经验，低于3年者勿投递。谢谢！福利：五险一金、绩效奖金、节日福利、带薪年假、期权、扁平管理、技能培训、员工旅游、国企控股。"
